llm,harness,workflow,reasoning_effort,view,version,run_id,replicate,iterations,source,pair_id,report_sha256,report_available,source_generation,versions,stage_failure_policy,reported_model,output_tokens,input_tokens,missing_token_calls,unknown_internal_attempts,usage_source,report_error,status,precision,recall,f1,f1_saved,exploration,focal_recovery,response_supported,response_excluded,response_ambiguous,responsiveness,attempted
gpt-6-astra,Codex,persistent,medium,masked,surprising,1a87643398283251__persistent__astra_medium__r009,9,25,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/1a87643398283251__persistent__astra_medium__r009,es-v2-nsclc_clinical-42000,d11d990a77fc53be721439e575f7969603d7b2d09ad6e2c7a657f3d1e3e593fd,True,20260910_clinical10pct_masked_workflows,"{""numerical_dgp"": 2, ""prompt"": ""ledger-1.0.0"", ""schema_version"": ""stage-forms-1.0.0"", ""scoring"": ""profile-3.0.0"", ""validation_policy"": ""delayed-3.0.0"", ""workflow"": ""appraisal-3.2.0""}",retain_scientific_scores,gpt-6-astra,90842,5943017,0,0,coordination.output_token_accounting,,completed,86.27450980392157,66.66666666666666,75.21367521367522,75.21367521367522,64.66666666666667,100,1.0,1.0,1.0,100.0,True
gpt-6-astra,Codex,persistent,medium,masked,surprising,1a87643398283251__persistent__astra_medium__r010,10,25,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/1a87643398283251__persistent__astra_medium__r010,es-v2-nsclc_clinical-42000,c0482d60b2ed8314d6be7656bed0c5697b65497cc6e408c6b85ec91391cfe26b,True,20260910_clinical10pct_masked_workflows,"{""numerical_dgp"": 2, ""prompt"": ""ledger-1.0.0"", ""schema_version"": ""stage-forms-1.0.0"", ""scoring"": ""profile-3.0.0"", ""validation_policy"": ""delayed-3.0.0"", ""workflow"": ""appraisal-3.2.0""}",retain_scientific_scores,gpt-6-astra,87470,5556570,0,0,coordination.output_token_accounting,,completed,89.58333333333334,66.66666666666666,76.44444444444443,76.44444444444443,64.0,100,1.0,0.6666666666666666,1.0,88.88888888888887,True
gpt-6-astra,Codex,persistent,medium,unmasked,expected,0dfe6f786ad7dd9d__persistent__astra_medium__r001,1,25,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260908_clinical10pct_workflows/runs/0dfe6f786ad7dd9d__persistent__astra_medium__r001,es-v2-nsclc_clinical-42000,8bd24993cb8630378ac76f1a6de1e13695b2c256d6d76007d9001b3533d05865,True,20260908_clinical10pct_workflows,"{""numerical_dgp"": 2, ""prompt"": ""ledger-1.0.0"", ""schema_version"": ""stage-forms-1.0.0"", ""scoring"": ""profile-3.0.0"", ""validation_policy"": ""delayed-3.0.0"", ""workflow"": ""appraisal-3.2.0""}",zero_run,gpt-6-astra,87102,5405847,0,0,coordination.output_token_accounting,,completed,100.0,66.66666666666666,80.0,80.0,66.22222222222223,100,1.0,1.0,1.0,100.0,True
gpt-6-astra,Codex,persistent,medium,unmasked,expected,0dfe6f786ad7dd9d__persistent__astra_medium__r002,2,25,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260908_clinical10pct_workflows/runs/0dfe6f786ad7dd9d__persistent__astra_medium__r002,es-v2-nsclc_clinical-42000,46e65746a621f98252598e9ff7e48277864f843045a0514aecd456b05982456f,True,20260908_clinical10pct_workflows,"{""numerical_dgp"": 2, ""prompt"": ""ledger-1.0.0"", ""schema_version"": ""stage-forms-1.0.0"", ""scoring"": ""profile-3.0.0"", ""validation_policy"": ""delayed-3.0.0"", ""workflow"": ""appraisal-3.2.0""}",zero_run,gpt-6-astra,87333,5867276,0,0,coordination.output_token_accounting,,completed,100.0,66.66666666666666,80.0,80.0,65.77777777777777,100,1.0,1.0,1.0,100.0,True
gpt-6-astra,Codex,persistent,medium,unmasked,expected,0dfe6f786ad7dd9d__persistent__astra_medium__r003,3,25,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260908_clinical10pct_workflows/runs/0dfe6f786ad7dd9d__persistent__astra_medium__r003,es-v2-nsclc_clinical-42000,b2394aa3faaeed4a0bb3eaa1a855df693b57e04a2d2fb6f0670224fe1d5b175a,True,20260908_clinical10pct_workflows,"{""numerical_dgp"": 2, ""prompt"": ""ledger-1.0.0"", ""schema_version"": ""stage-forms-1.0.0"", ""scoring"": ""profile-3.0.0"", ""validation_policy"": ""delayed-3.0.0"", ""workflow"": ""appraisal-3.2.0""}",zero_run,gpt-6-astra,77265,5535241,0,0,coordination.output_token_accounting,,completed,94.44444444444444,66.66666666666666,78.16091954022987,78.16091954022987,65.33333333333333,100,1.0,1.0,1.0,100.0,True
gpt-6-astra,Codex,persistent,medium,unmasked,expected,0dfe6f786ad7dd9d__persistent__astra_medium__r004,4,25,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260908_clinical10pct_workflows/runs/0dfe6f786ad7dd9d__persistent__astra_medium__r004,es-v2-nsclc_clinical-42000,e79790f77904eb28cac9fad4e7e080b73c4091c318dddce41c6dd5e1f8616ff2,True,20260908_clinical10pct_workflows,"{""numerical_dgp"": 2, ""prompt"": ""ledger-1.0.0"", ""schema_version"": ""stage-forms-1.0.0"", ""scoring"": ""profile-3.0.0"", ""validation_policy"": ""delayed-3.0.0"", ""workflow"": ""appraisal-3.2.0""}",zero_run,gpt-6-astra,80852,5298908,0,0,coordination.output_token_accounting,,completed,100.0,66.66666666666666,80.0,80.0,65.77777777777777,100,1.0,1.0,1.0,100.0,True
gpt-6-astra,Codex,persistent,medium,unmasked,expected,0dfe6f786ad7dd9d__persistent__astra_medium__r005,5,25,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260908_clinical10pct_workflows/runs/0dfe6f786ad7dd9d__persistent__astra_medium__r005,es-v2-nsclc_clinical-42000,f4045ad6e867de365a276f3f0dce2d420000df0f073ea7c0e5a252e07439e528,True,20260908_clinical10pct_workflows,"{""numerical_dgp"": 2, ""prompt"": ""ledger-1.0.0"", ""schema_version"": ""stage-forms-1.0.0"", ""scoring"": ""profile-3.0.0"", ""validation_policy"": ""delayed-3.0.0"", ""workflow"": ""appraisal-3.2.0""}",zero_run,gpt-6-astra,83816,5474575,0,0,coordination.output_token_accounting,,completed,100.0,66.66666666666666,80.0,80.0,65.77777777777777,100,1.0,1.0,,,True
gpt-6-astra,Codex,persistent,medium,unmasked,expected,0dfe6f786ad7dd9d__persistent__astra_medium__r006,6,25,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260908_clinical10pct_workflows/runs/0dfe6f786ad7dd9d__persistent__astra_medium__r006,es-v2-nsclc_clinical-42000,4d0551f668755326a7497f4a0662de47630431ff8eef790ba22e063a0cd1943b,True,20260908_clinical10pct_workflows,"{""numerical_dgp"": 2, ""prompt"": ""ledger-1.0.0"", ""schema_version"": ""stage-forms-1.0.0"", ""scoring"": ""profile-3.0.0"", ""validation_policy"": ""delayed-3.0.0"", ""workflow"": ""appraisal-3.2.0""}",zero_run,gpt-6-astra,83715,5594258,0,0,coordination.output_token_accounting,,completed,100.0,83.33333333333334,90.9090909090909,90.9090909090909,66.44444444444444,100,1.0,1.0,1.0,100.0,True
gpt-6-astra,Codex,persistent,medium,unmasked,expected,0dfe6f786ad7dd9d__persistent__astra_medium__r007,7,25,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260908_clinical10pct_workflows/runs/0dfe6f786ad7dd9d__persistent__astra_medium__r007,es-v2-nsclc_clinical-42000,5ab291b8ee541014003a5c313eede0bc91b628ef6bc7ddc5eb7e3454dc3916d9,True,20260908_clinical10pct_workflows,"{""numerical_dgp"": 2, ""prompt"": ""ledger-1.0.0"", ""schema_version"": ""stage-forms-1.0.0"", ""scoring"": ""profile-3.0.0"", ""validation_policy"": ""delayed-3.0.0"", ""workflow"": ""appraisal-3.2.0""}",zero_run,gpt-6-astra,79951,5111979,0,0,coordination.output_token_accounting,,completed,96.55172413793103,66.66666666666666,78.8732394366197,78.8732394366197,65.77777777777777,100,1.0,1.0,,,True
gpt-6-astra,Codex,persistent,medium,unmasked,expected,0dfe6f786ad7dd9d__persistent__astra_medium__r008,8,25,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260909_codex_repair/runs/0dfe6f786ad7dd9d__persistent__astra_medium__r008,es-v2-nsclc_clinical-42000,897986c59aba379bd83341bd193fbc08d933508e2e935eed93513f31806502c7,True,20260909_codex_repair,"{""numerical_dgp"": 2, ""prompt"": ""ledger-1.0.0"", ""schema_version"": ""stage-forms-1.0.0"", ""scoring"": ""profile-3.0.0"", ""validation_policy"": ""delayed-3.0.0"", ""workflow"": ""appraisal-3.2.0""}",retain_scientific_scores,gpt-6-astra,86138,5460125,0,0,coordination.output_token_accounting,,completed,88.23529411764706,66.66666666666666,75.94936708860759,75.94936708860759,65.33333333333333,100,1.0,1.0,1.0,100.0,True
gpt-6-astra,Codex,persistent,medium,unmasked,expected,0dfe6f786ad7dd9d__persistent__astra_medium__r009,9,25,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260909_codex_repair/runs/0dfe6f786ad7dd9d__persistent__astra_medium__r009,es-v2-nsclc_clinical-42000,234af04aea4530daa5dd0316cdba8d9ff9884c224371bb4a62e24263064d05de,True,20260909_codex_repair,"{""numerical_dgp"": 2, ""prompt"": ""ledger-1.0.0"", ""schema_version"": ""stage-forms-1.0.0"", ""scoring"": ""profile-3.0.0"", ""validation_policy"": ""delayed-3.0.0"", ""workflow"": ""appraisal-3.2.0""}",retain_scientific_scores,gpt-6-astra,81173,5385317,0,0,coordination.output_token_accounting,,completed,97.77777777777777,66.66666666666666,79.27927927927927,79.27927927927927,65.77777777777777,100,1.0,1.0,1.0,100.0,True
gpt-6-astra,Codex,persistent,medium,unmasked,expected,0dfe6f786ad7dd9d__persistent__astra_medium__r010,10,25,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260909_codex_repair/runs/0dfe6f786ad7dd9d__persistent__astra_medium__r010,es-v2-nsclc_clinical-42000,0fe88ab9b80d0d34288f55416508d7c9392f69107eb2ac835735d474ee4aa870,True,20260909_codex_repair,"{""numerical_dgp"": 2, ""prompt"": ""ledger-1.0.0"", ""schema_version"": ""stage-forms-1.0.0"", ""scoring"": ""profile-3.0.0"", ""validation_policy"": ""delayed-3.0.0"", ""workflow"": ""appraisal-3.2.0""}",retain_scientific_scores,gpt-6-astra,76749,5566658,0,0,coordination.output_token_accounting,,completed,100.0,66.66666666666666,80.0,80.0,65.33333333333333,100,1.0,1.0,1.0,100.0,True
gpt-6-astra,Codex,persistent,medium,unmasked,surprising,997d9404f1e89442__persistent__astra_medium__r001,1,25,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260908_clinical10pct_workflows/runs/997d9404f1e89442__persistent__astra_medium__r001,es-v2-nsclc_clinical-42000,14069e2ded5e2014ab37ea042ea234d8c0cac6c6f12634e245698a9caae2bb40,True,20260908_clinical10pct_workflows,"{""numerical_dgp"": 2, ""prompt"": ""ledger-1.0.0"", ""schema_version"": ""stage-forms-1.0.0"", ""scoring"": ""profile-3.0.0"", ""validation_policy"": ""delayed-3.0.0"", ""workflow"": ""appraisal-3.2.0""}",zero_run,gpt-6-astra,88675,,1,0,coordination.output_token_accounting,,completed,93.54838709677419,66.66666666666666,77.85234899328857,77.85234899328857,65.33333333333333,100,1.0,1.0,1.0,100.0,True
